https://www.ctcrash.uconn.edu/QueryTool2.action?qid=182359
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1134215","3","1","Vehicle in Operation","1","BMW","2023","2023","530i","BLK","N","Northbound","false","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","55","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","99","Unknown","99","Unknown","WBA13BJ08PCN13847","1","No Control Device","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","GREAT FALLS","VA","","","","false","Sport Hill Towing ","false","false","I-95","false","VA","false","false","88","GEICO","","","","","","","","","","","","","","","","","","","","2024-03-24","","","",""
"1134709","1","1","Vehicle in Operation","1","Chevrolet","","","Malibu","Black","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","1G1ZD5ST2PF228727","1","No Control Device","88","Not Applicable","11","Cross Centerline","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Minnepolis","MN","UnitedStates","554501001","","false","Avon PD Impound","false","false","Waterville Road","false","MN","false","false","88","RentalCover.com","","","","","","","","","","","","","","","","","","","","2024-02-21","","","",""
"1134709","2","1","Vehicle in Operation","1","Chevrolet","2021","2021","Tahoe K1500 Z71","White","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","8","Sector 8 (SouthWest) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1GNSKPKD3MR302080","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Arlington","TX","","76014","","false","Avon PD Impound","false","false","Waterville Road","false","CT","false","false","88","Uitca Mutual Insurance Company","","","","","","","","","","","","","","","","","","","","2024-05-12","","","",""
"1134709","3","1","Vehicle in Operation","1","Toyota","2010","2010","Venza","Red","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","4T3ZK3BB7AU026660","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wallingford","CT","","06492","","false","Avon PD Impound","false","false","Waterville Road","false","CT","false","false","88","UNCONFIRMED","","","","","","","","","","","","","","","","","","","","","","","",""
"1135638","1","2","Parked Vehicle","2","KENWORTH NORTHW","2010","2010","T8","WHITE","N","Northbound","false","22","Motor Vehicle In Motion","12","Parked","7","Tires","88","Not Applicable","55","2","Towed But not Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","2","Curve Left","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","3","Functional Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","12","Parked","7","Tires","1NKDL49X8AJ247454","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","88","Not Applicable","West Babylon","NY","","11704","","false","Fountain's Garage","false","false","I-95 N/B","true","NY","false","false","88","PROGRESSIVE","2064723","RAINBOW SOUND INC","FARMINGDALE","NY","UnitedStates","11735","1","Interstate Carrier","","West Babylon","NY","","11704","2","10,001-26,000 lbs","3","Single-Unit Truck (3 or more axles)","10","Flatbed","2024-02-01","88","Not Applicable","",""
"1135638","2","1","Vehicle in Operation","1","Toyota","2012","2012","Tundra Double Cab Sr","Black","N","Northbound","false","23","Parked Vehicle","2","Negotiating a Curve","99","Unknown","88","Not Applicable","55","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","2","Curve Left","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","5","Pick Up","2","Negotiating a Curve","99","Unknown","5TFUY5F12CX229704","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","23","Parked Vehicle","36","Guardrail Face","2","Fire / Explosion","1","No Special Function","88","Not applicable","","","Hamden","CT","","06518","true","false","","false","false","I-95 N/B ","false","CT","false","false","88","Nationwide Insurance Company of America","","","","","","","","","","","","","","","","","","","","2024-08-19","","","",""
"1136502","1","1","Vehicle in Operation","1","Yamaha","2011","2011","YZFR6L","Red","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","1","Straight Ahead","99","Unknown","JYARJ16E1BA022093","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bridgeport","CT","","06607","","false","485 Howard AVe","false","false","Boston Ave","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1136502","2","1","Vehicle in Operation","2","RAM","2023","2023","","WHITE","N","Northbound","false","22","Motor Vehicle In Motion","7","Turning Left","99","Unknown","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","","1","Straight","2","Uphill","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","4","Cargo Van (10,000 lbs/4,536 kg or less)","7","Turning Left","99","Unknown","3C6LRVDG9PE504966","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Miami","FL","","33178","","false","CityLine","false","false","Boston Ave","false","NY","false","false","1","NEW YORK STATE INSUR","","","","","","","","","","","","","","","","","","","","2023-10-01","","","",""
"1136503","1","1","Vehicle in Operation","1","Niss","2018","2018","Rogue Sp","Blk      ","S","Southbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","30","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","5","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","99","Unknown","JN1BJ1CR6JW263486   ","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hamden         ","CT","","06517","true","false","Bristol Police Department, 131 N Main St, Bristol, CT","false","false","Middle Street","false","CT","false","false","88","UNCONFIRMED","","","","","","","","","","","","","","","","","","","","","","","",""
"1137902","1","1","Vehicle in Operation","1","Chevrolet","2018","2018","Silverado K1500","Brown","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","50","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","5","Pick Up","1","Straight Ahead","0","None","1GCNKNEC8JZ191390","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","NEWINGTON","CT","","06111","","false","West Hill Automotive","false","false","Berlin Turnpike","false","CT","false","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1138036","1","1","Vehicle in Operation","3","Honda","2011","2011","Civic EX","White","N","Northbound","false","41","Utility Pole","1","Straight Ahead","0","None","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","99","Unknown","8","Sector 8 (SouthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","2HGFA1F84BH521507","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","41","Utility Pole","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","bristol","","UnitedStates","","","false","Avenue Auto","false","false","Wolcott Road","true","CT","false","true","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1138743","1","1","Vehicle in Operation","1","Acura","2020","2020","MDX","Gray","W","Westbound","false","40","Tree (standing)","2","Negotiating a Curve","99","Unknown","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","3","Hillcrest","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","2","Negotiating a Curve","99","Unknown","5J8YD4H36LL035465","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","33","Curb","40","Tree (standing)","2","Fire / Explosion","1","No Special Function","88","Not applicable","","","Hartford","CT","","06112","true","false","A-1 Towing","false","false","Old Farms Road","true","CT","false","false","88","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2024-10-17","","","",""
"1139981","1","1","Vehicle in Operation","1","Yamaha","2023","2023","YZFR1","Black","W","Westbound","false","36","Guardrail Face","2","Negotiating a Curve","99","Unknown","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","2","Negotiating a Curve","99","Unknown","JYARN66E3PA003635","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","36","Guardrail Face","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Vernon Rockville","CT","","06066","","false","Bills Towing","false","false","Tolland Stage Rd","false","CT","false","false","88","None","","","","","","","","","","","","","","","","","","","","","","","",""
"1140060","1","1","Vehicle in Operation","1","FREIGHTLINER","2024","2024","","WHITE","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","1","Straight Ahead","0","None","3AKJHLDV0RSUP7153","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","88","Not Applicable","LOWELL","AR","UnitedStates","72745","","false","United Towing","false","false","I-95","false","IN","false","false","88","ACE AMERICAN INS","00080806","J B HUNT TRANSPORT INC","LOWELL","AR","","72745","1","Interstate Carrier","","","","","","3","More than 26,000 lbs","6","Truck Tractor/Semi-Trailer","3","Van/Enclosed Box","2024-12-31","88","Not Applicable","",""
"1140060","2","1","Vehicle in Operation","1","Jeep","2005","2005","Grand Cherokee Lar/c","Gray","S","Southbound","false","22","Motor Vehicle In Motion","15","Wrong way (or Wrong Side)","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","15","Wrong way (or Wrong Side)","99","Unknown","1J4GR48K95C517735","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","2","Fire / Explosion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","true","false","RJ Shore Automotive","false","false","I-95","false","CT","false","false","88","Covenant Insurance Company","","","","","","","","","","","","","","","","","","","","2024-08-28","","","",""
"1141339","1","1","Vehicle in Operation","1","Subaru","2018","2018","Impreza Premium Plus","Silver","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","4S3GKAD68J3606014","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Middletown","CT","","06457","","false","POLICE IMPOUND","false","false","Berlin Rd","false","CT","false","false","88","Old Dominion Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1141755","1","1","Vehicle in Operation","1","Toyota","2014","2014","Prius","Gray","S","Southbound","false","17","Pedestrian","7","Turning Left","0","None","0","None","25","3","Not Towed","5","One-Way Trafficway","1","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","7","Turning Left","0","None","JTDKN3DU5E1744378","6","Stop Sign","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Stamford","CT","UnitedStates","06901-","false","false","","false","false","Prospect Street","false","CT","false","false","88","Progressive","","","","","","","","","","","","","","","","","","","","2024-07-25","","","",""
"1142042","1","1","Vehicle in Operation","1","Toyota","2019","2019","Tacoma Double Cab","Black","N","Northbound","false","40","Tree (standing)","2","Negotiating a Curve","0","None","88","Not Applicable","65","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","3","Curve Right","99","Unknown","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","5","Pick Up","2","Negotiating a Curve","0","None","3TMCZ5AN2KM236594","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","40","Tree (standing)","40","Tree (standing)","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterford","CT","","06385","","false","Columbus Square","false","false","I-95 Northbound","false","CT","false","false","88","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1144826","1","1","Vehicle in Operation","1","Honda","2008","2008","Civic LX","Blue","S","Southbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","3","Sector 3 (East) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","7","Turning Left","0","None","2HGFG12608H567511","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wallingford","CT","","06492","","false","Plunske's Garage","false","false","North Turnpike Road","false","CT","false","false","88","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
